id;taxonomies/ids;taxonomies/32/ca;taxonomies/32/en;taxonomies/32/es;parent/id;title/ca;title/en;title/machine_translations/es;description/ca;description/en;description/machine_translations/es;start_date;end_date;status/id;status/key;status/name/en;status/name/ca;status/name/es;progress;created_at;updated_at;url;component/id;proposal_urls;reference;children_count;comments_count;address;latitude;longitude;status/name/machine_translations/es;taxonomies/36/ca;taxonomies/36/en;taxonomies/36/es;taxonomies/34/ca;taxonomies/34/en;taxonomies/34/es;taxonomies/38/ca;taxonomies/38/en;taxonomies/38/es;taxonomies/42/ca;taxonomies/42/en;taxonomies/42/es;taxonomies/35/ca;taxonomies/35/en;taxonomies/35/es;taxonomies/33/ca;taxonomies/33/en;taxonomies/33/es;taxonomies/44/ca;taxonomies/44/en;taxonomies/44/es;taxonomies/46/ca;taxonomies/46/en;taxonomies/46/es;taxonomies/45/ca;taxonomies/45/en;taxonomies/45/es;taxonomies/43/ca;taxonomies/43/en;taxonomies/43/es;taxonomies/40/ca;taxonomies/40/en;taxonomies/40/es;taxonomies/48/ca;taxonomies/48/en;taxonomies/48/es;taxonomies/47/ca;taxonomies/47/en;taxonomies/47/es;taxonomies/41/ca;taxonomies/41/en;taxonomies/41/es;taxonomies/39/ca;taxonomies/39/en;taxonomies/39/es;taxonomies/37/ca;taxonomies/37/en;taxonomies/37/es;taxonomies/49/ca;taxonomies/49/en;taxonomies/49/es
75;"";;;;73;Ut et.;Architecto aperiam.;Illo consequatur.;<p>Maiores non id. Fugiat laborum laudantium. Aut est et.</p>;<p>Animi possimus dolor. Beatae odit possimus. Doloribus repellendus sequi.</p>;<p>Iste aspernatur facilis. Optio dolorum in. Magnam laudantium amet.</p>;2025-01-29;2025-02-08;4;status_3;laborum;necessitatibus;;81.0;2025-01-29 11:11:20 UTC;2025-01-29 11:11:20 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/75;19;"";NIGHT-RESU-2025-01-75;0;0;;;;dolorem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;"";;;;73;Dolore magni.;Consequatur eos.;Hic sunt.;<p>Asperiores voluptatem mollitia. Ut perspiciatis iusto. Vel doloremque sunt.</p>;<p>Laboriosam molestiae distinctio. Quos aut praesentium. Totam ea natus.</p>;<p>Aliquid qui a. Ut voluptas impedit. Labore soluta quia.</p>;2025-01-29;2025-02-08;8;status_2;rerum;ipsam;;6.0;2025-01-29 11:11:20 UTC;2025-01-29 11:11:20 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/76;19;"";NIGHT-RESU-2025-01-76;0;0;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;48;;;;;Id cum.;Ipsam ratione.;Facere deserunt.;<p>Libero aut enim. Ullam vel eveniet. Aut saepe quis.</p>;<p>Vel laudantium quibusdam. Eligendi corrupti incidunt. Illum distinctio eveniet.</p>;<p>Voluptatem cumque rerum. Atque adipisci dolores. Et occaecati quos.</p>;;;;;"";"";"";93.0;2025-01-29 11:11:20 UTC;2025-01-29 11:11:20 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/77;19;"";NIGHT-RESU-2025-01-77;3;0;437 Metz Islands 98240 Lake Jermaineport;-40.76890752495817;-162.7856682111663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dolorum unde dolore tempore sint.;Dolorum unde dolore tempore sint.;Dolorum unde dolore tempore sint.;;;;;;;;;;;;;;;
78;"";;;;77;Ut non.;Et iusto.;Earum molestias.;<p>Dolorum enim accusantium. Itaque hic voluptatem. Nihil dolorem maiores.</p>;<p>Earum et quae. Ratione nobis incidunt. Quae cumque voluptates.</p>;<p>Quos hic fuga. Omnis dolorem asperiores. Maxime molestiae neque.</p>;2025-01-29;2025-02-08;7;status_1;omnis;eos;;93.0;2025-01-29 11:11:20 UTC;2025-01-29 11:11:20 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/78;19;"";NIGHT-RESU-2025-01-78;0;0;;;;excepturi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;"";;;;77;Ad dignissimos.;Quia magnam.;Et laboriosam.;<p>Assumenda doloribus voluptatem. Et voluptate est. Eos omnis iusto.</p>;<p>Sit itaque nostrum. Molestiae rerum harum. Velit nihil consequatur.</p>;<p>Est consequatur at. Aut sint ut. Consequatur harum non.</p>;2025-01-29;2025-02-08;15;status_4;rerum;dignissimos;;24.0;2025-01-29 11:11:21 UTC;2025-01-29 11:11:22 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/79;19;"";NIGHT-RESU-2025-01-79;0;4;;;;fugit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;"";;;;77;Excepturi quidem.;Et quis.;Repellendus quis.;<p>Voluptatem iure consequuntur. Illum ut harum. Cupiditate iure esse.</p>;<p>Rerum corrupti ipsum. Rem itaque fuga. Ut voluptas aliquam.</p>;<p>Aut voluptas et. Vero deserunt quo. Incidunt voluptatibus tempora.</p>;2025-01-29;2025-02-08;13;status_2;voluptas;sequi;;21.0;2025-01-29 11:11:22 UTC;2025-01-29 11:11:22 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/80;19;"";NIGHT-RESU-2025-01-80;0;1;;;;eaque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;47;;;;;Tenetur ut.;Ipsam similique.;Accusantium accusamus.;<p>Voluptatum dolores omnis. Omnis perferendis ut. Autem tempora vel.</p>;<p>Voluptatibus enim labore. Quam pariatur cumque. Eos fugit voluptate.</p>;<p>Non laboriosam vel. Omnis deserunt asperiores. Qui iure eius.</p>;;;;;"";"";"";85.0;2025-01-29 11:11:22 UTC;2025-01-29 11:11:23 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/81;19;"";NIGHT-RESU-2025-01-81;3;2;4448 Blick Run 98679 Charleyfurt;-61.890165516599325;-127.66116092845252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recusandae aut esse et vel.;Recusandae aut esse et vel.;Recusandae aut esse et vel.;;;;;;;;;;;;
82;"";;;;81;Ut unde.;Sit inventore.;Corrupti quod.;<p>Voluptatibus esse voluptatem. Et qui ut. Et doloremque ut.</p>;<p>Ipsa et est. Eligendi odio quam. Dolorum quia impedit.</p>;<p>Laborum et rerum. Est eveniet praesentium. Quia aliquam dolore.</p>;2025-01-29;2025-02-08;13;status_2;voluptas;sequi;;85.0;2025-01-29 11:11:23 UTC;2025-01-29 11:11:24 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/82;19;"";NIGHT-RESU-2025-01-82;0;7;;;;eaque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;"";;;;81;Consequatur magni.;Molestiae consequatur.;Odio laborum.;<p>Suscipit libero natus. Voluptas rerum et. Sed harum ut.</p>;<p>Minima sunt asperiores. Eum sit et. Suscipit officiis quas.</p>;<p>Iste quo vero. Quam enim rerum. Assumenda corrupti libero.</p>;2025-01-29;2025-02-08;5;status_4;quibusdam;et;;93.0;2025-01-29 11:11:24 UTC;2025-01-29 11:11:24 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/83;19;"";NIGHT-RESU-2025-01-83;0;0;;;;quas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;"";;;;81;Provident sed.;Molestias dolores.;Accusantium sunt.;<p>Minus doloribus cupiditate. Dignissimos nihil aut. Architecto nobis nihil.</p>;<p>Explicabo molestias quam. Dolorem id repellat. Et a laudantium.</p>;<p>Quis quas accusamus. Deserunt magni ut. Inventore minima fugiat.</p>;2025-01-29;2025-02-08;13;status_2;voluptas;sequi;;8.0;2025-01-29 11:11:24 UTC;2025-01-29 11:11:24 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/84;19;"";NIGHT-RESU-2025-01-84;0;0;;;;eaque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;38;;;;;Et inventore.;Repellat hic.;Consequuntur molestiae.;<p>Consequatur illo rerum. Eum blanditiis qui. Inventore aut enim.</p>;<p>Est possimus et. Quia inventore animi. Nihil et quia.</p>;<p>Aut nihil quae. Atque vero qui. Aut qui placeat.</p>;;;;;"";"";"";39.0;2025-01-29 11:11:24 UTC;2025-01-29 11:11:24 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/85;19;"";NIGHT-RESU-2025-01-85;3;2;89313 Doyle Circle 97500-1612 Faheytown;71.43114512664704;29.227962798903775;;;;;;;;Non saepe molestiae est earum.;Non saepe molestiae est earum.;Non saepe molestiae est earum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;"";;;;85;Omnis minima.;Et eius.;Consectetur quo.;<p>Quis rem omnis. Tempore et molestias. Et et quibusdam.</p>;<p>Accusantium corporis et. Voluptatem ut libero. Unde aut minus.</p>;<p>Amet ipsa natus. Et cupiditate doloribus. Et minima sed.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;39.0;2025-01-29 11:11:24 UTC;2025-01-29 11:11:27 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/86;19;"";NIGHT-RESU-2025-01-86;0;8;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;"";;;;85;Labore et.;At rerum.;Dolorem accusantium.;<p>Itaque earum dolor. Aut harum voluptas. In non autem.</p>;<p>Dolorem maxime veritatis. Sint praesentium et. Nam quia voluptatem.</p>;<p>Pariatur eos dolore. Provident iusto enim. Excepturi soluta neque.</p>;2025-01-29;2025-02-08;3;status_2;deserunt;sit;;17.0;2025-01-29 11:11:27 UTC;2025-01-29 11:11:28 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/87;19;"";NIGHT-RESU-2025-01-87;0;8;;;;inventore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;"";;;;85;Sapiente neque.;Reprehenderit eum.;Nisi et.;<p>Consectetur earum ratione. Dicta quia unde. Cumque nemo blanditiis.</p>;<p>In et dolor. Velit iusto reiciendis. Minima et sit.</p>;<p>Ut aut et. Aut error et. Corporis illum earum.</p>;2025-01-29;2025-02-08;8;status_2;rerum;ipsam;;48.0;2025-01-29 11:11:28 UTC;2025-01-29 11:11:29 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/88;19;"";NIGHT-RESU-2025-01-88;0;2;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;41;;;;;Et nostrum.;Et facere.;Beatae eligendi.;<p>Dolor quo dolorem. Omnis doloremque laboriosam. Illo et odit.</p>;<p>Modi impedit ullam. Sunt qui quod. Id sit placeat.</p>;<p>Voluptate maiores neque. Hic fugit assumenda. Ab qui et.</p>;;;;;"";"";"";59.0;2025-01-29 11:11:29 UTC;2025-01-29 11:11:30 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/89;19;"";NIGHT-RESU-2025-01-89;3;8;27749 McGlynn Bridge 73111 West Lakenya;-82.16402214045557;0.21521194811583655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nisi aut ut eligendi sit.;Nisi aut ut eligendi sit.;Nisi aut ut eligendi sit.;;;;;;;;;
90;"";;;;89;Rem et.;In nobis.;Ratione beatae.;<p>Necessitatibus omnis veritatis. Totam odio explicabo. Laborum error voluptatum.</p>;<p>Eos minus quis. Reprehenderit voluptatem beatae. Nihil doloremque quo.</p>;<p>Aut harum aperiam. Voluptas tempore accusantium. Fugiat molestiae consequuntur.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;59.0;2025-01-29 11:11:30 UTC;2025-01-29 11:11:32 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/90;19;"";NIGHT-RESU-2025-01-90;0;4;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;"";;;;89;Dignissimos aut.;Provident accusamus.;Quasi ea.;<p>Suscipit odio perferendis. Dicta excepturi debitis. Laboriosam nulla a.</p>;<p>Quasi sint dolorum. Suscipit beatae quam. Esse quas officiis.</p>;<p>Tenetur aut hic. Aperiam facere dolores. Quam accusantium et.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;50.0;2025-01-29 11:11:32 UTC;2025-01-29 11:11:32 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/91;19;"";NIGHT-RESU-2025-01-91;0;1;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;"";;;;89;Aspernatur facilis.;Omnis at.;Mollitia sint.;<p>Et sit sed. Et sapiente laboriosam. Ea est quisquam.</p>;<p>Aut consequatur rem. Debitis tenetur sint. Natus fugiat beatae.</p>;<p>Consequatur fuga et. Nemo aspernatur totam. Quia at fugiat.</p>;2025-01-29;2025-02-08;15;status_4;rerum;dignissimos;;14.0;2025-01-29 11:11:32 UTC;2025-01-29 11:11:32 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/92;19;"";NIGHT-RESU-2025-01-92;0;0;;;;fugit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;39;;;;;Consequatur deserunt.;Nam est.;Dignissimos assumenda.;<p>Eveniet nihil aut. Molestias consequatur et. Nihil vel quo.</p>;<p>Dolor saepe iure. Sunt odit consequuntur. Architecto tempore commodi.</p>;<p>Eum similique nisi. Non quos natus. Iure accusamus cum.</p>;;;;;"";"";"";13.0;2025-01-29 11:11:32 UTC;2025-01-29 11:11:33 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/93;19;"";NIGHT-RESU-2025-01-93;3;5;656 Dulcie Mountains 41349-3935 Ramonaton;-35.67192316466821;53.981555938030425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hic sunt est fugit ratione.;Hic sunt est fugit ratione.;Hic sunt est fugit ratione.;;;;;;
94;"";;;;93;Dolorem non.;Provident esse.;Voluptas nam.;<p>Vel repellat consequatur. Tempora accusantium voluptas. Omnis fugit eveniet.</p>;<p>Ab voluptatibus unde. Et quidem velit. Ad voluptatem possimus.</p>;<p>Pariatur earum est. Et voluptates reprehenderit. Eligendi molestias in.</p>;2025-01-29;2025-02-08;6;status_0;molestias;totam;;13.0;2025-01-29 11:11:33 UTC;2025-01-29 11:11:34 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/94;19;"";NIGHT-RESU-2025-01-94;0;6;;;;temporibus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;"";;;;93;Fugit facere.;Ad molestias.;Quidem aut.;<p>Repellendus sapiente amet. Dicta quo odio. Assumenda optio facere.</p>;<p>Magnam placeat nisi. Et et impedit. Est ut voluptas.</p>;<p>Rerum reprehenderit eos. Commodi earum nam. Ut est est.</p>;2025-01-29;2025-02-08;3;status_2;deserunt;sit;;10.0;2025-01-29 11:11:34 UTC;2025-01-29 11:11:35 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/95;19;"";NIGHT-RESU-2025-01-95;0;10;;;;inventore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;"";;;;93;Et animi.;Et consequuntur.;Sed adipisci.;<p>Vero harum architecto. Ea praesentium assumenda. Dolore libero sed.</p>;<p>Ipsa quis culpa. Enim cum et. Asperiores molestiae esse.</p>;<p>Consequuntur suscipit rem. Laborum ea odio. Ut quae aperiam.</p>;2025-01-29;2025-02-08;6;status_0;molestias;totam;;14.0;2025-01-29 11:11:35 UTC;2025-01-29 11:11:35 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/96;19;"";NIGHT-RESU-2025-01-96;0;3;;;;temporibus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;32;Esse eos rerum eos dolor.;Esse eos rerum eos dolor.;Esse eos rerum eos dolor.;;Nemo sequi.;Quidem non.;Autem id.;<p>Voluptatibus totam qui. Sed ut repellat. Rerum saepe fuga.</p>;<p>Architecto temporibus voluptatem. Nesciunt iure dolorem. Corporis at illum.</p>;<p>Rerum impedit quis. Cum nisi odio. Adipisci harum occaecati.</p>;;;;;"";"";"";8.0;2025-01-29 11:11:35 UTC;2025-01-29 11:11:35 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/97;19;"";NIGHT-RESU-2025-01-97;3;4;37797 Gutmann Common 55986 West Tammy;17.5742857602785;-83.73395641193557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;"";;;;97;Dolorem saepe.;Est sequi.;Consectetur consequatur.;<p>Nihil quasi officia. Similique ut molestias. Corporis dolorem consequatur.</p>;<p>Aliquid ut eveniet. Eos reprehenderit voluptatem. Tempore ut veritatis.</p>;<p>Non debitis et. Labore eos omnis. Facilis neque est.</p>;2025-01-29;2025-02-08;6;status_0;molestias;totam;;8.0;2025-01-29 11:11:35 UTC;2025-01-29 11:11:36 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/98;19;"";NIGHT-RESU-2025-01-98;0;3;;;;temporibus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;"";;;;97;Amet est.;Consectetur voluptates.;Ut optio.;<p>Repudiandae corporis odit. Ea amet totam. Nesciunt minima est.</p>;<p>Et quisquam est. Omnis nihil molestias. Illum error non.</p>;<p>In dolor esse. Reiciendis voluptatem exercitationem. Dolores ratione culpa.</p>;2025-01-29;2025-02-08;4;status_3;laborum;necessitatibus;;27.0;2025-01-29 11:11:36 UTC;2025-01-29 11:11:37 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/99;19;"";NIGHT-RESU-2025-01-99;0;4;;;;dolorem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;"";;;;97;Dignissimos quae.;Voluptatem eius.;A iusto.;<p>Quam ea alias. In sit aliquam. Non ut amet.</p>;<p>Natus sed consectetur. Libero voluptas rerum. Quam minima atque.</p>;<p>Veritatis amet voluptas. Libero necessitatibus velit. Adipisci dolorum eveniet.</p>;2025-01-29;2025-02-08;1;status_0;est;est;;33.0;2025-01-29 11:11:37 UTC;2025-01-29 11:11:38 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/100;19;"";NIGHT-RESU-2025-01-100;0;5;;;;explicabo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;34;;;;;Id dolorum.;Accusantium occaecati.;Ut est.;<p>Beatae sint aut. Suscipit architecto quod. Magnam vero ipsum.</p>;<p>Minima at tempore. Et aut possimus. Consequatur nihil iure.</p>;<p>Pariatur provident voluptatum. Deserunt qui ducimus. Possimus voluptas exercitationem.</p>;;;;;"";"";"";51.0;2025-01-29 11:11:38 UTC;2025-01-29 11:11:39 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/101;19;"";NIGHT-RESU-2025-01-101;3;6;65692 Kutch Port 37982-9078 Halvorsonville;49.147480581103196;-174.31219828656393;;;;;Alias voluptatem aut in quam.;Alias voluptatem aut in quam.;Alias voluptatem aut in quam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;"";;;;101;Harum molestias.;Iste voluptas.;Sit accusamus.;<p>Rem voluptatem perferendis. Ipsa molestiae molestiae. Consectetur molestiae nam.</p>;<p>Hic nemo modi. Qui blanditiis et. Consequuntur sunt nobis.</p>;<p>Error consequatur dolorem. Dolorum voluptatem amet. Debitis corporis quae.</p>;2025-01-29;2025-02-08;2;status_1;labore;corrupti;;51.0;2025-01-29 11:11:39 UTC;2025-01-29 11:11:41 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/102;19;"";NIGHT-RESU-2025-01-102;0;8;;;;cupiditate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;"";;;;101;Ipsum nostrum.;Dolores cupiditate.;Impedit vitae.;<p>Dolores et hic. Ab optio aperiam. Voluptates fuga est.</p>;<p>Natus qui dolores. Alias nobis esse. In adipisci voluptatem.</p>;<p>Est rerum voluptatum. Est velit ex. Quisquam exercitationem repellendus.</p>;2025-01-29;2025-02-08;1;status_0;est;est;;50.0;2025-01-29 11:11:41 UTC;2025-01-29 11:11:42 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/103;19;"";NIGHT-RESU-2025-01-103;0;8;;;;explicabo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;"";;;;101;Est id.;Facere est.;Consequatur temporibus.;<p>Aut ullam a. Saepe alias in. Numquam repellat ipsum.</p>;<p>Id quas ut. Tempora et aut. Soluta et error.</p>;<p>Omnis sunt accusantium. Fuga delectus voluptatem. Beatae ex est.</p>;2025-01-29;2025-02-08;12;status_1;fuga;sit;;50.0;2025-01-29 11:11:42 UTC;2025-01-29 11:11:42 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/104;19;"";NIGHT-RESU-2025-01-104;0;0;;;;nobis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;33;;;;;Non minus.;Officiis et.;Non adipisci.;<p>Et nesciunt esse. Architecto nulla sunt. Eos sit autem.</p>;<p>Consequatur reprehenderit quia. Fugit aut at. At nulla molestias.</p>;<p>Officia ex ipsam. Sapiente qui non. Ut porro a.</p>;;;;;"";"";"";56.0;2025-01-29 11:11:42 UTC;2025-01-29 11:11:42 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/105;19;"";NIGHT-RESU-2025-01-105;3;1;610 Sawayn Cove 34034-3103 East Reggie;74.05056554185356;-78.53954906553226;;;;;;;;;;;;;;;;;Voluptates ea nihil fugiat non.;Voluptates ea nihil fugiat non.;Voluptates ea nihil fugiat non.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;"";;;;105;Sunt autem.;Quia praesentium.;Ipsa minus.;<p>Quaerat doloribus placeat. Nobis ea repudiandae. Et asperiores autem.</p>;<p>Minus et sint. Quisquam quos dicta. Aut sapiente qui.</p>;<p>Non a est. Eveniet aspernatur sed. Ut amet quos.</p>;2025-01-29;2025-02-08;8;status_2;rerum;ipsam;;56.0;2025-01-29 11:11:42 UTC;2025-01-29 11:11:43 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/106;19;"";NIGHT-RESU-2025-01-106;0;5;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;"";;;;105;Eius unde.;Ea sint.;Consequuntur quisquam.;<p>Dolores voluptatum dolor. Autem veritatis minus. Quis nulla facilis.</p>;<p>Aut ea autem. Earum voluptatem enim. Architecto voluptatem dolores.</p>;<p>Fugit rerum non. Quia molestiae blanditiis. Et ad iure.</p>;2025-01-29;2025-02-08;1;status_0;est;est;;30.0;2025-01-29 11:11:43 UTC;2025-01-29 11:11:44 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/107;19;"";NIGHT-RESU-2025-01-107;0;3;;;;explicabo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;"";;;;105;Ratione sed.;Alias iusto.;Blanditiis et.;<p>Repellat voluptates et. Repudiandae qui beatae. Enim doloremque consequatur.</p>;<p>Aut facere occaecati. Fuga consectetur harum. Eos voluptate explicabo.</p>;<p>Modi dolore sequi. Pariatur quasi reprehenderit. Ut officia qui.</p>;2025-01-29;2025-02-08;8;status_2;rerum;ipsam;;86.0;2025-01-29 11:11:44 UTC;2025-01-29 11:11:46 UTC;https://nightly.decidim.org/assemblies/compete-scale/f/19/results/108;19;"";NIGHT-RESU-2025-01-108;0;4;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;32;Esse eos rerum eos dolor.;Esse eos rerum eos dolor.;Esse eos rerum eos dolor.;;Eos molestiae.;Et culpa.;Dignissimos consequatur.;<p>Dicta sunt recusandae. Esse nemo corporis. Quibusdam voluptatem rem.</p>;<p>Et laborum est. Repellat dolores consectetur. Quia occaecati non.</p>;<p>Ut nesciunt nam. Repellat qui incidunt. Sequi saepe iusto.</p>;;;;;"";"";"";40.0;2025-01-29 11:13:07 UTC;2025-01-29 11:13:08 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/109;28;"";NIGHT-RESU-2025-01-109;3;4;86740 Turner Dam 08325-5516 New Noelfurt;-15.611945728880755;176.6997874783408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;"";;;;109;Mollitia eveniet.;Eum magni.;Libero dolores.;<p>Harum omnis inventore. Error totam incidunt. Nisi esse sunt.</p>;<p>Et veritatis cumque. Eos ea veniam. Consequuntur recusandae est.</p>;<p>Non dolores et. Dolor facilis minus. Voluptate qui rerum.</p>;2025-01-29;2025-02-08;5;status_4;quibusdam;et;;40.0;2025-01-29 11:13:08 UTC;2025-01-29 11:13:09 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/110;28;"";NIGHT-RESU-2025-01-110;0;5;;;;quas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;"";;;;109;Eum omnis.;Eaque illum.;Et illum.;<p>Blanditiis cupiditate velit. Odit unde et. Consequatur corrupti doloribus.</p>;<p>Earum voluptate consequuntur. Temporibus qui sit. Sint delectus sit.</p>;<p>Aut maiores tempora. Adipisci minima eum. Molestiae commodi et.</p>;2025-01-29;2025-02-08;20;status_4;voluptas;nulla;;14.0;2025-01-29 11:13:09 UTC;2025-01-29 11:13:10 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/111;28;"";NIGHT-RESU-2025-01-111;0;4;;;;excepturi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;"";;;;109;Qui officia.;Et nemo.;Delectus quia.;<p>Quas recusandae iste. Impedit alias magni. Et illo fugit.</p>;<p>Beatae tempore inventore. Asperiores iure necessitatibus. Et mollitia numquam.</p>;<p>Tempore quia fuga. Dolores inventore voluptas. Voluptatibus accusamus omnis.</p>;2025-01-29;2025-02-08;19;status_3;reprehenderit;saepe;;22.0;2025-01-29 11:13:10 UTC;2025-01-29 11:13:12 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/112;28;"";NIGHT-RESU-2025-01-112;0;8;;;;sit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
